Organisation Name,Town/City,County,Type & Rating,Route
Warner Music (UK) Ltd,London,,Worker (A rating),Skilled Worker
WARP DIGITAL ENTERTAINMENT LIMITED,London,,Worker (A rating),Skilled Worker
Warp Records Ltd,London,,Worker (A rating),Skilled Worker
Warren Johnson Limited,London,,Worker (A rating),Skilled Worker
Warrener Stewart Limited,London,,Worker (A rating),Skilled Worker
Warrior Sports Research Ltd,London,,Worker (A rating),Skilled Worker
Warwick Capital Partners LLP,London,,Worker (A rating),Skilled Worker
Wary Secure Ltd,London,,Worker (A rating),Skilled Worker
WASABI CO LIMITED,London,,Worker (A rating),Skilled Worker
"Waseda Academy UK Co., Limited",London,,Worker (A rating),Skilled Worker
Wash Connect Ltd,London,,Worker (A rating),Skilled Worker
WASO Ltd,London,,Worker (A rating),Skilled Worker
WASSERMAN EMEA LLP,London,,Worker (A rating),Skilled Worker
Wastefront Limited,London,,Worker (A rating),Skilled Worker
WATAN TOOTING LTD,London,,Worker (A rating),Skilled Worker
WATCH SQUAD SECURITY LTD,London,,Worker (A rating),Skilled Worker
WATCHBOX ENTERTAINMENT LTD,London,,Worker (A rating),Skilled Worker
Watches World Limited,London,,Worker (A rating),Skilled Worker
WatchMyCompetitor.com LTD,London,,Worker (A rating),Skilled Worker
Water and Sanitation for the Urban Poor,London,,Worker (A rating),Skilled Worker
WaterAid,London,,Worker (A rating),Skilled Worker
Waterfall Asset Management (UK) LLP,London,,Worker (A rating),Skilled Worker
Waterfall House Limited,London,,Worker (A rating),Skilled Worker
Waterfront Solicitors LLP,London,,Worker (A rating),Skilled Worker
WATERHILL LTD,London,,Worker (A rating),Skilled Worker
Waterloo Hotel Operator Limited,London,,Worker (A rating),Skilled Worker
WATERLOO RESTAURANTS LIMITED T/A La Cucina Di Mamma,London,,Worker (A rating),Skilled Worker
Waterman Group plc,London,,Worker (A rating),Skilled Worker
Watershed Technology Limited,London,,Worker (A rating),Skilled Worker
Waterson Hicks,London,,Worker (A rating),Skilled Worker
Waterstones Bookseller Ltd,London,,Worker (A rating),Skilled Worker
Waterworks Operating Company UK Limited,London,,Worker (A rating),Skilled Worker
Watkins Media Limited,London,,Worker (A rating),Skilled Worker
Watney Supermarket Ltd T/A Priyo Bazzar,London,,Worker (A rating),Skilled Worker
WATNEY WIMPY LTD,London,,Worker (A rating),Skilled Worker
WATTS AND COMPANY LIMITED,London,,Worker (A rating),Skilled Worker
Wattstor Ltd,London,,Worker (A rating),Skilled Worker
Wave UK Services Limited,London,,Worker (A rating),Skilled Worker
WaveMetrix Limited,London,,Worker (A rating),Skilled Worker
Waverton Investment Management,London,,Worker (A rating),Skilled Worker
WAVERTREE CARE LTD,London,,Worker (A rating),Skilled Worker
Wavestone Advisors UK Limited,London,,Worker (A rating),Skilled Worker
Way Of Life Management Ltd,London,,Worker (A rating),Skilled Worker
Way Step Ltd t/a Apek Pharmacy,London,,Worker (A rating),Skilled Worker
WAY2CIS Limited,London,,Worker (A rating),Skilled Worker
Way2Save Harlesden Limited,London,,Worker (A rating),Skilled Worker
Wayfair (UK) Limited,London,,Worker (A rating),Skilled Worker
Wayflyer UK Limited,London,,Worker (A rating),Skilled Worker
WayMaker Digital Limited,London,,Worker (A rating),Skilled Worker
Waymap Limited,London,,Worker (A rating),Skilled Worker
Waypoint Consulting Limited,London,,Worker (A rating),Skilled Worker
Wayss & Freytag UK,London,,Worker (A rating),Skilled Worker
Waystocap Limited,London,,Worker (A rating),Skilled Worker
Waystone Governance (UK) Limited,London,,Worker (A rating),Skilled Worker
Wayve Technologies Ltd,London,,Worker (A rating),Skilled Worker
WAZ BUILDERS LTD,London,,Worker (A rating),Skilled Worker
Wazoku Limited,London,,Worker (A rating),Skilled Worker
WB Shiels Ltd,London,,Worker (A rating),Skilled Worker
WBFC Limited,London,,Worker (A rating),Skilled Worker
WDI UK Ltd,London,,Worker (A rating),Skilled Worker
WDKX LTD,London,,Worker (A rating),Skilled Worker
We Are Creative Equals Limited,London,,Worker (A rating),Skilled Worker
We Are Family London Ltd,London,England,Worker (A rating),Skilled Worker
WE ARE FUTURES LIMITED,London,,Worker (A rating),Skilled Worker
We Are Orchard Limited,London,,Worker (A rating),Skilled Worker
WE ARE PERCENT LTD,London,,Worker (A rating),Skilled Worker
We Are Pioneer Group Limited,London,Choose County,Worker (A rating),Skilled Worker
We Are Purposeful,London,,Worker (A rating),Skilled Worker
We Are Rival Ltd,London,,Worker (A rating),Skilled Worker
We Are Roast Ltd,London,-----------------,Worker (A rating),Skilled Worker
We Are Seventeen Limited,London,,Worker (A rating),Skilled Worker
We are Social Ltd,London,,Worker (A rating),Skilled Worker
We Are Sunday Ltd,London,SURREY,Worker (A rating),Skilled Worker
WE ARE WE WEAR LTD,London,,Worker (A rating),Skilled Worker
We Belong,London,,Worker (A rating),Skilled Worker
WE BROTHERS LTD,London,,Worker (A rating),Skilled Worker
WE CARE 4 YOU SERVICES LIMITED,London,,Worker (A rating),Skilled Worker
We Care Homes Ltd,London,,Worker (A rating),Skilled Worker
We Certify Group Ltd,London,,Worker (A rating),Skilled Worker
We Cook London Ltd,London,,Worker (A rating),Skilled Worker
We love Laundry Limited,London,,Worker (A rating),Skilled Worker
WE SODA LTD,London,,Worker (A rating),Skilled Worker
We Twelve Limited,London,,Worker (A rating),Skilled Worker
Wealth 8 Limited,London,,Worker (A rating),Skilled Worker
Wealth Connect UK Ltd,London,,Worker (A rating),Skilled Worker
Wealth Dynamics Ltd,London,,Worker (A rating),Skilled Worker
Wealthfusion Ltd,London,,Worker (A rating),Skilled Worker
WealthKernel Limited,London,,Worker (A rating),Skilled Worker
WEALTHOS LIMITED,London,,Worker (A rating),Skilled Worker
WEARE4C UK LIMITED,London,,Worker (A rating),Skilled Worker
WeAre8 Media Ltd,London,,Worker (A rating),Skilled Worker
WeAreFreak Limited,London,,Worker (A rating),Skilled Worker
WE-ARE-HR LIMITED,London,,Worker (A rating),Skilled Worker
Weareink Limited,London,,Worker (A rating),Skilled Worker
weareonepointfive LTD,London,,Worker (A rating),Skilled Worker
Weareway Ltd,London,Greater London,Worker (A rating),Skilled Worker
WEAREWISER LIMITED,London,,Worker (A rating),Skilled Worker
Wearing Ltd,London,,Worker (A rating),Skilled Worker
WEARISMA LTD.,London,,Worker (A rating),Skilled Worker
WEAVEPAY LIMITED,London,,Worker (A rating),Skilled Worker
Web Baze Ltd,London,,Worker (A rating),Skilled Worker
Web Behaviour Specialists,London,,Worker (A rating),Skilled Worker
WEB3 DIGITAL LIMITED,London,,Worker (A rating),Skilled Worker
Web3 Labs Ltd,London,,Worker (A rating),Skilled Worker
WEBB Traders UK LTD,London,,Worker (A rating),Skilled Worker
Webb Yates Engineers Limited,London,,Worker (A rating),Skilled Worker
Webber Represents Ltd,London,,Worker (A rating),Skilled Worker
Weber & Associates Limited,London,,Worker (A rating),Skilled Worker
WEBMAVEN TECH LTD,London,,Worker (A rating),Skilled Worker
WebMD UK Limited,London,,Worker (A rating),Skilled Worker
WebN Group (UK) Limited,London,,Worker (A rating),Skilled Worker
Weboo Online Limited,London,,Worker (A rating),Skilled Worker
Webskitters Ltd.,London,,Worker (A rating),Skilled Worker
Webstar alliance Ltd,London,,Worker (A rating),Skilled Worker
Websterhart LLP,London,,Worker (A rating),Skilled Worker
Webtopia Ltd,London,,Worker (A rating),Skilled Worker
Webull Securities (UK) Limited,London,,Worker (A rating),Skilled Worker
Wedding List Solutions Limited,London,,Worker (A rating),Skilled Worker
Wedel Art Limited,London,,Worker (A rating),Skilled Worker
WeDiscover Digital Ltd,London,,Worker (A rating),Skilled Worker
Wedlake Bell LLP,London,,Worker (A rating),Skilled Worker
Week8 Holdings (London) Limited,London,,Worker (A rating),Skilled Worker
Wefi International UK Limited,London,,Worker (A rating),Skilled Worker
WEFLEX LTD,London,,Worker (A rating),Skilled Worker
WEGLOBAL CONSULTING LIMITED,London,,Worker (A rating),Skilled Worker
"Weil, Gotshal & Manges (London) LLP",London,,Worker (A rating),Skilled Worker
Weisscomm Partners Ltd  t/a Real Chemistry,London,,Worker (A rating),Skilled Worker
Wei-UK Consulting Ltd,London,,Worker (A rating),Skilled Worker
Welbond Armatures UK Ltd,London,,Worker (A rating),Skilled Worker
WELCOME JEWELLERY LTD,London,,Worker (A rating),Skilled Worker
Welfare Gold Ltd,London,,Worker (A rating),Skilled Worker
Welhe Limited,London,,Worker (A rating),Skilled Worker
Welhunt (UK) Limited,London,,Worker (A rating),Skilled Worker
Welhunt (UK) Limited,London,,Worker (A rating),Skilled Worker
WELKIN VISION LTD,London,,Worker (A rating),Skilled Worker
WELL BITE LTD,London,,Worker (A rating),Skilled Worker
Well Kneaded,London,London,Worker (A rating),Skilled Worker
We'll Mind Your Own Business Ltd,London,,Worker (A rating),Skilled Worker
Well Spring Care Homes Ltd,London,,Worker (A rating),Skilled Worker
Well Street Kitchen limited,London,Hackney,Worker (A rating),Skilled Worker
Wella UK Limited,London,,Worker (A rating),Skilled Worker
WELLBEING B2B LIMITED,London,,Worker (A rating),Skilled Worker
Wellbeing Care Ltd,London,,Worker (A rating),Skilled Worker
Wellbeing of Women,London,,Worker (A rating),Skilled Worker
Well-being on Primrose Hill Ltd,London,,Worker (A rating),Skilled Worker
WellbeingX Ltd,London,,Worker (A rating),Skilled Worker
Wellcare (Stoke Newington) Limited,London,,Worker (A rating),Skilled Worker
Wellcom London Limited,London,,Worker (A rating),Skilled Worker
Wellington Management International Limited,London,,Worker (A rating),Skilled Worker
Wells Fargo Bank N.A.,London,,Worker (A rating),Skilled Worker
Wells Fargo Securities International Limited,London,,Worker (A rating),Skilled Worker
WELO CURTAINS LTD,London,,Worker (A rating),Skilled Worker
Welwing Capital UK Limited,London,,Worker (A rating),Skilled Worker
Welzo Ltd,London,,Worker (A rating),Skilled Worker
WeMatch.securitiesfinancing Ltd,London,,Worker (A rating),Skilled Worker
Wembley High Street Dental Practice,London,,Worker (A rating),Skilled Worker
Wembley Hill Hotel Ltd,London,Brent,Worker (A rating),Skilled Worker
WEMBLEY TOWERS LTD,London,,Worker (A rating),Skilled Worker
Wempe Limited UK,London,,Worker (A rating),Skilled Worker
Wendover Development Limited,London,,Worker (A rating),Skilled Worker
WENLIN EDUCATION LTD,London,,Worker (A rating),Skilled Worker
Wentwood Holdings Ltd,London,,Worker (A rating),Skilled Worker
Wentworth  TC Limited (Wentworth College),London,,Worker (A rating),Skilled Worker
Werneth Lodge Limited,London,,Worker (A rating),Skilled Worker
WEROAD UK LTD,London,,Worker (A rating),Skilled Worker
WeSoar Limited,London,,Worker (A rating),Skilled Worker
Wessex Grove Limited,London,,Worker (A rating),Skilled Worker
Wessex Partners Limited,London,,Worker (A rating),Skilled Worker
West 1 Castings Limited,London,,Worker (A rating),Skilled Worker
West 10 Ltd,London,,Worker (A rating),Skilled Worker
WEST 2 SUPERMARKET LTD,London,,Worker (A rating),Skilled Worker
West East Ltd,London,,Worker (A rating),Skilled Worker
West End Eye Ltd,London,,Worker (A rating),Skilled Worker
WEST END RETAIL LTD,London,,Worker (A rating),Skilled Worker
WEST FACE SCHOOL OF BUSINESS LTD,London,,Worker (A rating),Skilled Worker
WEST HAM UNITED FOOTBALL CLUB,London,,Worker (A rating),Skilled Worker
West London Business,London,Hayes,Worker (A rating),Skilled Worker
West London Free School,London,,Worker (A rating),Skilled Worker
WEST LONDON HOME CARE LIMITED,London,England,Worker (A rating),Skilled Worker
West London School LTD,London,,Worker (A rating),Skilled Worker
WEST LONDON SOLUTIONS LIMITED,London,,Worker (A rating),Skilled Worker
West Motor Co Ltd,London,,Worker (A rating),Skilled Worker
West of England Insurance Services (Lux) SA,London,,Worker (A rating),Skilled Worker
West Park Portfolio Services LLP,London,,Worker (A rating),Skilled Worker
WEST TECH CAPITAL LTD,London,,Worker (A rating),Skilled Worker
WEST TWO PROPERTIES LIMITED,London,,Worker (A rating),Skilled Worker
Westbourne Dining Limited,London,,Worker (A rating),Skilled Worker
WestBridge Business Immigration Ltd,London,,Worker (A rating),Skilled Worker
Westbridge Renewable Energy Asset Management Limited,London,,Worker (A rating),Skilled Worker
Westbrook Europe (UK) LLP,London,,Worker (A rating),Skilled Worker
Westbrook International Ltd,London,,Worker (A rating),Skilled Worker
Westbrook Law LTD,London,Essex,Worker (A rating),Skilled Worker
Westbrooke Alternative Asset Management UK Ltd,London,,Worker (A rating),Skilled Worker
Westbury Dental Care,London,Surrey,Worker (A rating),Skilled Worker
Westbury Supermarket Limited,London,,Worker (A rating),Skilled Worker
WestCap Management UK Ltd,London,,Worker (A rating),Skilled Worker
Westco Trading Ltd,London,,Worker (A rating),Skilled Worker
Westend Corporate LLP,London,,Worker (A rating),Skilled Worker
Western Asset Management Company Limited,London,Greater London,Worker (A rating),Skilled Worker
WESTERN ENERGY LTD,London,,Worker (A rating),Skilled Worker
WESTERN FREIGHT AND LOGISTICS LIMITED,London,,Worker (A rating),Skilled Worker
Western Fried Chicken Ltd,London,,Worker (A rating),Skilled Worker
Western Gifts Shop Ltd,London,,Worker (A rating),Skilled Worker
WESTERN MANAGEMENT LTD,London,LONDON,Worker (A rating),Skilled Worker
Western Union Payment Services Ireland Limited,London,,Worker (A rating),Skilled Worker
Western Utility Limited,London,,Worker (A rating),Skilled Worker
Westfield Europe Limited,London,,Worker (A rating),Skilled Worker
Westfield Restaurants Limited,London,,Worker (A rating),Skilled Worker
WESTGATE INVESTMENT & BUSINESS DEVELOPMENT LTD,London,,Worker (A rating),Skilled Worker
Westgate Solicitors,London,,Worker (A rating),Skilled Worker
Westgrove Partners Ltd,London,,Worker (A rating),Skilled Worker
Westkin Law Limited,London,,Worker (A rating),Skilled Worker
Westland Mark Limited,London,,Worker (A rating),Skilled Worker
Westminster Academies,London,Greater London,Worker (A rating),Skilled Worker
Westminster Academy,London,Greater London,Worker (A rating),Skilled Worker
Westminster Accountancy Limited,London,,Worker (A rating),Skilled Worker
WESTMINSTER BANGLADESHI WELFARE TRUST,London,ENGLAND,Worker (A rating),Skilled Worker
Westminster Bridge Hotel Operator Ltd,London,,Worker (A rating),Skilled Worker
Westminster City Council,London,,Worker (A rating),Skilled Worker
Westminster Education and Cultural Exchange Centre Limited,London,,Worker (A rating),Skilled Worker
Westminster Foundation for Democracy Limited,London,,Worker (A rating),Skilled Worker
Westminster Management Services Limited,London,,Worker (A rating),Skilled Worker
WESTMINSTER SCHOOL,London,,Worker (A rating),Skilled Worker
Westminster Synagogue,London,,Worker (A rating),Skilled Worker
WESTON LIMITED,London,,Worker (A rating),Skilled Worker
Weston Park Dental Surgeons,London,Haringay,Worker (A rating),Skilled Worker
WestonWilliamson + Partners LLP,London,,Worker (A rating),Skilled Worker
WestonWilliamson Limited,London,,Worker (A rating),Skilled Worker
Westpac Banking Corporation,London,,Worker (A rating),Skilled Worker
Westrock Limited,London,,Worker (A rating),Skilled Worker
Westside Autos LTD,London,,Worker (A rating),Skilled Worker
WESTWEY CHAUFFEURS LTD,London,,Worker (A rating),Skilled Worker
Wet Weather Ltd,London,,Worker (A rating),Skilled Worker
Wetherby House Montessori Kensal Rise Limited,London,,Worker (A rating),Skilled Worker
Wetland Limited,London,UK,Worker (A rating),Skilled Worker
WeTransfer UK Limited,London,,Worker (A rating),Skilled Worker
WeWebians Ltd,London,,Worker (A rating),Skilled Worker
WeWork International Limited,London,,Worker (A rating),Skilled Worker
WEX Europe Limited,London,,Worker (A rating),Skilled Worker
Weybridge Partners Limited,London,,Worker (A rating),Skilled Worker
Weybridge Veterinary Centre,London,,Worker (A rating),Skilled Worker
WF Management Ltd,London,,Worker (A rating),Skilled Worker
WF PICCADILLY LTD,London,,Worker (A rating),Skilled Worker
WFW Global LLP,London,,Worker (A rating),Skilled Worker
WG1 Finsbury Park Limited,London,,Worker (A rating),Skilled Worker
WGC (UK) Limited,London,,Worker (A rating),Skilled Worker
WGP Architects Ltd,London,,Worker (A rating),Skilled Worker
WGP Global Limited,London,,Worker (A rating),Skilled Worker
WGSN Limited,London,,Worker (A rating),Skilled Worker
WH Ireland Ltd,London,,Worker (A rating),Skilled Worker
Wharf Capital Global Markets Limited,London,,Worker (A rating),Skilled Worker
Wharton Asset Management UK LLP,London,,Worker (A rating),Skilled Worker
What a Taste Limited,London,,Worker (A rating),Skilled Worker
WHAT3WORDS LIMITED,London,,Worker (A rating),Skilled Worker
Whatfix Limited,London,,Worker (A rating),Skilled Worker
Whatnot Global Limited,London,,Worker (A rating),Skilled Worker
Wheelshare (London) Ltd,London,,Worker (A rating),Skilled Worker
Wheely Technologies Ltd,London,,Worker (A rating),Skilled Worker
Whereby UK Operations Ltd,London,,Worker (A rating),Skilled Worker
Which? (Consumers Association),London,,Worker (A rating),Skilled Worker
Whippet UK Limited,London,,Worker (A rating),Skilled Worker
Whipps Cross Garage (London) Ltd,London,,Worker (A rating),Skilled Worker
Whisp Limited,London,,Worker (A rating),Skilled Worker
Whisper Films Ltd,London,,Worker (A rating),Skilled Worker
Whispers Care Solutions Limited,London,,Worker (A rating),Skilled Worker
Whisperz Ltd,London,,Worker (A rating),Skilled Worker
Whitby Wood Limited,London,Greater London,Worker (A rating),Skilled Worker
Whitcombe & Shaftesbury,London,,Worker (A rating),Skilled Worker
White & Case LLP,London,,Worker (A rating),Skilled Worker
WHITE AND SOFT LTD,London,,Worker (A rating),Skilled Worker
White Arkitekter,London,,Worker (A rating),Skilled Worker
WHITE BUILDERS LTD,London,,Worker (A rating),Skilled Worker
White Cloud Capital Advisors Limited,London,,Worker (A rating),Skilled Worker
White Coat Productions Ltd,London,,Worker (A rating),Skilled Worker
White Creek Capital LLP,London,,Worker (A rating),Skilled Worker
White Cube Limited,London,,Worker (A rating),Skilled Worker
WHITE LABEL BEAUTY LTD,London,,Worker (A rating),Skilled Worker
White Label London Limited,London,,Worker (A rating),Skilled Worker
White Rabbit Hospitality Limited,London,,Worker (A rating),Skilled Worker
White Rose Bridalwear Limited,London,,Worker (A rating),Skilled Worker
White Rose Dental Studio,London,West Hampstead,Worker (A rating),Skilled Worker
White Rose Restaurant Ltd,London,,Worker (A rating),Skilled Worker
WHITE SNOW ADS LTD.,London,England,Worker (A rating),Skilled Worker
White Spider Media Ltd,London,,Worker (A rating),Skilled Worker
White Spider Media Ltd,London,,Worker (A rating),Skilled Worker
White Star Capital United Kingdom Limited,London,,Worker (A rating),Skilled Worker
White Star Care Ltd,London,London,Worker (A rating),Skilled Worker
White Steel Metal Works Ltd,London,,Worker (A rating),Skilled Worker
White stuff,London,LONDON,Worker (A rating),Skilled Worker
White Summit Capital Advisors Ltd,London,,Worker (A rating),Skilled Worker
WHITE TOWN LIMITED T/A WHITE TOWN LAUNDRY,London,,Worker (A rating),Skilled Worker
WHITE VILLA LIMITED,London,,Worker (A rating),Skilled Worker
"Whitebox Advisors London, LLP",London,,Worker (A rating),Skilled Worker
WHITECHAPEL TEA HOUSE LIMITED,London,England,Worker (A rating),Skilled Worker
Whitecliff Management Corporation Limited,London,,Worker (A rating),Skilled Worker
Whitefield School,London,,Worker (A rating),Skilled Worker
WHITEFOX PUBLISHING LIMITED,London,Greater London,Worker (A rating),Skilled Worker
Whitefox Technologies Limited,London,,Worker (A rating),Skilled Worker
Whitegate Management Advisors (UK) Limited,London,,Worker (A rating),Skilled Worker
WHITEHALL HOTEL LIMITED,London,,Worker (A rating),Skilled Worker
Whitehall Primary School,London,,Worker (A rating),Skilled Worker
WHITEHALL PROPERTY MANAGEMENT LTD,London,,Worker (A rating),Skilled Worker
Whitehouse Communications Limited,London,,Worker (A rating),Skilled Worker
White-Red Limited,London,,Worker (A rating),Skilled Worker
Whiteshield Partners Limited,London,,Worker (A rating),Skilled Worker
Whitezip Limited,London,London,Worker (A rating),Skilled Worker
Whittington Health,London,,Worker (A rating),Skilled Worker
Whiz trade limited,London,,Worker (A rating),Skilled Worker
WHIZZ EDUCATION LIMITED,London,,Worker (A rating),Skilled Worker
WHM Global Ltd,London,,Worker (A rating),Skilled Worker
Whoagrees Limited trading as Beat,London,,Worker (A rating),Skilled Worker
WhoFoundWho Ltd,London,,Worker (A rating),Skilled Worker
Whole Child Therapy Ltd,London,,Worker (A rating),Skilled Worker
Whole Food Retail Ltd,London,,Worker (A rating),Skilled Worker
Whozoo RE Limited,London,,Worker (A rating),Skilled Worker
WICKET ELECTRONIC LIMITED,London,,Worker (A rating),Skilled Worker
Widan Ltd t/a Grill Shack and Tiki Bar,London,,Worker (A rating),Skilled Worker
WIDDICOMBE LTD T/A WIDDICOMBE CHEMISTS,London,,Worker (A rating),Skilled Worker
Widemove Ltd,London,,Worker (A rating),Skilled Worker
Wideplank (London) Ltd,London,,Worker (A rating),Skilled Worker
WidiloLtd,London,United Kingdom,Worker (A rating),Skilled Worker
Wieden & Kennedy UK Ltd,London,,Worker (A rating),Skilled Worker
WieldMore Investment Management Limited,London,London,Worker (A rating),Skilled Worker
Wigmore Medical Ltd,London,,Worker (A rating),Skilled Worker
Wikborg Rein LLP,London,,Worker (A rating),Skilled Worker
Wikimedia UK,London,,Worker (A rating),Skilled Worker
Wilben Trade (UK)Limited,London,,Worker (A rating),Skilled Worker
Wilcox Services Ltd,London,,Worker (A rating),Skilled Worker
Wild Brain Family International Limited,London,,Worker (A rating),Skilled Worker
Wild Cosmetics Ltd,London,,Worker (A rating),Skilled Worker
Wild Island Films,London,,Worker (A rating),Skilled Worker
Wild Recruitment Limited,London,,Worker (A rating),Skilled Worker
WILD YAK 62 LTD,London,,Worker (A rating),Skilled Worker
Wildan Legal Solicitors Ltd,London,,Worker (A rating),Skilled Worker
Wildfire Entertainment Ltd t/a Oblix,London,,Worker (A rating),Skilled Worker
WildKat PR Ltd.,London,,Worker (A rating),Skilled Worker
Wildlife Studios UK Limited,London,,Worker (A rating),Skilled Worker
WILDSTONE CAPITAL LIMITED,London,,Worker (A rating),Skilled Worker
Wilfords London Limited,London,,Worker (A rating),Skilled Worker
Wilhelmina London Limited,London,,Worker (A rating),Skilled Worker
WILIOT UK LTD,London,,Worker (A rating),Skilled Worker
Wilkhahn Limited,London,,Worker (A rating),Skilled Worker
Wilkinson Eyre Architects Ltd,London,,Worker (A rating),Skilled Worker
Willboag Ltd,London,,Worker (A rating),Skilled Worker
William Blair International Limited,London,,Worker (A rating),Skilled Worker
WILLIAM COLLEGE LTD,London,,Worker (A rating),Skilled Worker
William Hartley Group Limited,London,,Worker (A rating),Skilled Worker
William IV,London,,Worker (A rating),Skilled Worker
WILLIAM KATENY LEGAL LIMITED,London,,Worker (A rating),Skilled Worker
William Matthews Associates Limited,London,,Worker (A rating),Skilled Worker
William Morris Endeavor Entertainment (U.K.) Ltd,London,,Worker (A rating),Skilled Worker
William Tozer Associates Ltd.,London,,Worker (A rating),Skilled Worker
William Tyndale Primary School,London,,Worker (A rating),Skilled Worker
Williams Lea,London,,Worker (A rating),Skilled Worker
Williams Murray Hamm,London,,Worker (A rating),Skilled Worker
Williams Stanley and Co Limited,London,,Worker (A rating),Skilled Worker
WILLIAMS WEST CONSULTING LIMITED,London,,Worker (A rating),Skilled Worker
"Willis Limited, trading as Willis Towers Watson plc",London,,Worker (A rating),Skilled Worker
Willkie Farr & Gallagher (UK) LLP,London,,Worker (A rating),Skilled Worker
Willow Farm Food & Wine Ltd,London,,Worker (A rating),Skilled Worker
Willow ISV Construction Ltd,London,England,Worker (A rating),Skilled Worker
Willows Pre-School Limited,London,,Worker (A rating),Skilled Worker
Wilmer Cutler Pickering Hale and Dorr LLP (trading as WilmerHale),London,Greater London,Worker (A rating),Skilled Worker
Wilmington Healthcare Limited,London,,Worker (A rating),Skilled Worker
Wilmington Trust SP Services (London) Limited,London,,Worker (A rating),Skilled Worker
Wilmslow Manor Care Centre,London,,Worker (A rating),Skilled Worker
WILOR LTD,London,,Worker (A rating),Skilled Worker
Wilshire Opco UK Limited,London,,Worker (A rating),Skilled Worker
Wilson & Co Accountancy Limited,London,,Worker (A rating),Skilled Worker
Wilson Barca LLP,London,,Worker (A rating),Skilled Worker
Wilson Elser Limited,London,,Worker (A rating),Skilled Worker
Wilson Sonsini Goodrich & Rosati (UK) LLP,London,,Worker (A rating),Skilled Worker
Wilson Wright LLP,London,,Worker (A rating),Skilled Worker
Wilton Crescent Management Limited,London,,Worker (A rating),Skilled Worker
WILTON GREEN LIMITED,London,,Worker (A rating),Skilled Worker
Wilton Group Limited,London,,Worker (A rating),Skilled Worker
Wilton's Music Hall,London,,Worker (A rating),Skilled Worker
WIM Consulting Limited,London,,Worker (A rating),Skilled Worker
WIM Technologies,London,,Worker (A rating),Skilled Worker
Wimberly Allison Tong & Goo (UK) Ltd,London,,Worker (A rating),Skilled Worker
Wimbledon Capital Management Limited,London,,Worker (A rating),Skilled Worker
WIMBLEDON CHASE GATEWAY LTD,London,,Worker (A rating),Skilled Worker
Wimbledon College,London,,Worker (A rating),Skilled Worker
Wimbledon Dental Practice,London,,Worker (A rating),Skilled Worker
Wimbledon High School,London,,Worker (A rating),Skilled Worker
Wimbledon Park Montessori School,London,,Worker (A rating),Skilled Worker
Wimbledon Solicitors,London,,Worker (A rating),Skilled Worker
Wimmer Financial LLP,London,,Worker (A rating),Skilled Worker
Wimpole Aesthetic Centre,London,,Worker (A rating),Skilled Worker
Winch Design Limited,London,,Worker (A rating),Skilled Worker
Winchmore School,London,,Worker (A rating),Skilled Worker
Winckworth Sherwood LLP,London,,Worker (A rating),Skilled Worker
WIND ENGINEERING & CONSULTANCY LTD,London,,Worker (A rating),Skilled Worker
WIND FINANCIAL INFORMATION UK LTD,London,,Worker (A rating),Skilled Worker
Windcave Limited,London,,Worker (A rating),Skilled Worker
WINDLE & MOODIE LIMITED,London,,Worker (A rating),Skilled Worker
WINDMILL STORE,London,,Worker (A rating),Skilled Worker
Windrose Consulting Group Ltd.,London,,Worker (A rating),Skilled Worker
Windtech Consultants (Europe) Limited,London,Greater London,Worker (A rating),Skilled Worker
WINDWARD MARINE RISK (UK) LTD,London,,Worker (A rating),Skilled Worker
Windward Shipping (London) Ltd,London,,Worker (A rating),Skilled Worker
WINDY MIMAS CONSULTANCY LTD,London,,Worker (A rating),Skilled Worker
Wine Owners Limited,London,,Worker (A rating),Skilled Worker
Winebox Company Limited,London,,Worker (A rating),Skilled Worker
WINE-SEARCHER UK LIMITED,London,,Worker (A rating),Skilled Worker
Winfo Solutions UK Limited,London,England,Worker (A rating),Skilled Worker
WING AVIATION UK LIMITED,London,,Worker (A rating),Skilled Worker
WING TAI RESTAURANT,London,,Worker (A rating),Skilled Worker
WINGS SECURITY LTD,London,,Worker (A rating),Skilled Worker
Wings Travel Management Ltd (t/a Wings Global Travel),London,,Worker (A rating),Skilled Worker
Winkel Limited,London,,Worker (A rating),Skilled Worker
Winkreative Limited,London,,Worker (A rating),Skilled Worker
Winkworth Franchising Ltd,London,,Worker (A rating),Skilled Worker
Winmark Limited,London,,Worker (A rating),Skilled Worker
Winn & Coales (Denso) Limited,London,,Worker (A rating),Skilled Worker
WINNINGTEMP LIMITED,London,,Worker (A rating),Skilled Worker
Winnow Solutions Limited,London,,Worker (A rating),Skilled Worker
Winsbeach Children's Home Ltd,London,,Worker (A rating),Skilled Worker
Winside Care,London,,Worker (A rating),Skilled Worker
Winsor International Limited,London,,Worker (A rating),Skilled Worker
WINSPIRE SOLUTIONS UK LIMITED,London,,Worker (A rating),Skilled Worker
Winston & Strawn London,London,,Worker (A rating),Skilled Worker
WINSTON ACCOUNTANCY LTD,London,UK,Worker (A rating),Skilled Worker
WinTechnologies (UK) Ltd,London,,Worker (A rating),Skilled Worker
Winter Hill Pub Co. Limited T/A The Blind Beggar,London,,Worker (A rating),Skilled Worker
Winter Restaurants Limited,London,,Worker (A rating),Skilled Worker
Winton Capital Management Ltd,London,,Worker (A rating),Skilled Worker
